lat,lon,yieldchange_255,gapchange_255
-17.07180023193359,35.22719955444336,-8.0602169,3.8285017
-17.04999923706055,35.15420150756836,-14.748502,9.0095472
-17.01339912414551,35.18019866943359,-10.951389,5.709352
-16.98550033569336,35.24990081787109,-3.9163563,1.8099657
-16.9855,35.2499,-9.5836182,5.2098022
-16.98500061035156,35.1421012878418,-20.576717,8.9117146
-16.97159957885742,35.19120025634766,-13.993335,7.3645763
-16.93980026245117,35.2494010925293,-4.2584515,2.3032477
-16.81159973144531,35.29339981079102,-31.760874,16.990211
-16.73629951477051,35.05599975585938,-36.873505,22.033628
-16.73259925842285,35.20819854736328,-36.82766,20.479204
-16.6205997467041,35.09249877929688,-36.050125,23.497221
-16.60000038146973,34.96730041503906,-20.673307,10.922443
-16.6,34.9673,-24.570658,14.065165
-16.59580039978027,34.98970031738281,-20.528112,10.50731
-16.57159996032715,35.10549926757813,-34.26226,22.241524
-16.52820014953613,34.84239959716797,-24.173904,12.983966
-16.51880073547363,34.95660018920898,-19.443552,12.017076
-16.50709915161133,35.05530166625977,-33.877209,19.038101
-16.48200035095215,34.74769973754883,-29.436598,18.668089
-16.468463,34.876115,-41.174309,23.361841
-16.43230056762695,35.24369812011719,-28.843357,15.34659
-16.43129920959473,35.18410110473633,-27.33951,15.967679
-16.35140037536621,35.10940170288086,-25.102158,13.694478
-16.35140037536621,35.26089859008789,-15.296902,8.9836969
-16.34819984436035,35.13309860229492,-38.200394,18.440182
-16.34320068359375,34.77450180053711,-37.815582,21.736151
-16.3153,34.6917,-28.350878,15.11368
-16.30290031433105,35.23770141601563,-34.902054,19.845503
-16.30240058898926,35.02980041503906,-24.074081,12.727236
-16.3024,35.0298,-28.560139,16.651031
-16.280007,35.126179,-40.179745,26.27799
-16.2669,34.8952,-39.432365,24.924801
-16.26689910888672,34.89519882202148,-35.493076,21.652563
-16.26230049133301,35.13330078125,-40.420292,18.698727
-16.2544002532959,35.02619934082031,-23.787237,13.503645
-16.2456,35.1789,-11.882386,4.1636381
-16.2455997467041,35.17890167236328,-9.2263632,3.302237
-16.20829963684082,35.00759887695313,13.650831,-6.4502029
-16.20459938049316,35.11299896240234,-13.262091,4.7559562
-16.19820022583008,35.15800094604492,-8.552557,2.9888949
-16.1982,35.158,-11.227344,4.4548335
-16.18339920043945,34.6083984375,-32.261559,19.762438
-16.15559959411621,34.90510177612305,-27.647285,13.416292
-16.15500068664551,35.12179946899414,-10.383871,3.9573293
-16.155,35.1218,-13.045923,4.5042858
-16.14039993286133,35.50220108032227,-4.0742698,1.3755575
-16.13459968566895,34.93579864501953,-27.391636,17.144001
-16.11490058898926,35.24729919433594,-5.8653402,2.166312
-16.1134,35.4092,-10.797673,4.5613146
-16.11339950561523,35.40919876098633,-8.3392963,3.0339396
-16.09320068359375,35.32040023803711,-8.8800354,3.3351905
-16.0930004119873,34.99649810791016,-40.615067,25.069138
-16.09169960021973,35.2317008972168,-6.5037022,2.2077491
-16.088,35.0681,-16.469021,5.8922086
-16.08499908447266,35.14640045166016,-9.7664948,4.125154
-16.08320045471191,35.58240127563477,-5.4113626,1.8986523
-16.0832,35.5824,-7.9839468,2.6748037
-16.08309936523438,35.33119964599609,-8.9636812,3.5880959
-16.07880020141602,35.606201171875,-5.8282561,2.0494826
-16.06620025634766,35.18730163574219,-7.9629273,
-16.0579,35.2362,-8.4405317,2.9543328
-16.05789947509766,35.23619842529297,-5.8365631,1.8786279
-16.05680084228516,35.51750183105469,-4.3459516,1.6379359
-16.05299949645996,35.71820068359375,-6.7802386,2.1252627
-16.05170059204102,34.81129837036133,-27.797138,14.620995
-16.0492992401123,34.54159927368164,-31.129677,17.934313
-16.04770088195801,35.76520156860352,-16.78944,5.9829311
-16.03750038146973,35.35449981689453,-10.713924,4.8746037
-16.0375,35.3545,-13.131667,5.9608412
-16.031889,35.422877,-12.842268,4.2925773
-16.02849960327148,35.41540145874023,-10.415595,4.0907688
-16.0204,34.9201,-38.525574,21.308617
-16.02039909362793,34.92010116577148,-35.791122,20.097706
-16.01230049133301,34.95349884033203,-43.783585,22.034285
-16.0123,34.9535,-45.465729,26.220293
-16.0066,35.322,-11.900074,4.9060831
-16.00659942626953,35.32199859619141,-9.4600992,4.3189406
-15.99919986724854,35.6254997253418,2.2256291,-.76654851
-15.99269962310791,35.22800064086914,-.2068761,.059180893
-15.988499,35.363592,-9.0120258,3.7331457
-15.98309993743896,35.43780136108398,-7.795435,2.2909837
-15.97770023345947,34.97940063476563,-18.587027,8.1992683
-15.96500015258789,35.44210052490234,-8.1288013,2.8228266
-15.965,35.4421,-10.601882,3.6806741
-15.96430015563965,35.30559921264648,-5.5265093,1.9883624
-15.95600032806396,35.76160049438477,-13.6478,4.4362249
-15.9499,35.1136,-10.262986,3.4525626
-15.94989967346191,35.11360168457031,-7.6005893,2.3170133
-15.94379997253418,34.87509918212891,-7.6010742,3.9867425
-15.93420028686523,35.16600036621094,-4.5725083,1.5961016
-15.92450046539307,35.35969924926758,-6.6597886,2.4806144
-15.90999984741211,34.88449859619141,-9.6929321,4.6916866
-15.9064998626709,35.15719985961914,-4.7417669,1.3606595
-15.89700031280518,35.31219863891602,-7.460021,2.3898602
-15.8922004699707,35.03620147705078,-8.3824902,2.5981174
-15.88689994812012,35.78409957885742,-9.195756,2.9256387
-15.87150001525879,35.14609909057617,-5.5448871,1.6728697
-15.86670017242432,35.45790100097656,-8.7089024,3.3650484
-15.86620044708252,35.27360153198242,-9.0881376,2.951385
-15.86480045318604,35.50490188598633,7.5794606,-2.1696248
-15.86460018157959,35.80889892578125,-9.2836742,2.7895644
-15.86149978637695,35.59609985351563,3.9831505,-1.2238401
-15.85519981384277,35.07369995117188,-9.7295275,2.954133
-15.84630012512207,35.17309951782227,-4.4624629,1.3650261
-15.83629989624023,35.06689834594727,-9.7442474,
-15.83430004119873,34.95320129394531,-17.950884,7.4865084
-15.82950019836426,35.26179885864258,-9.4315577,3.1148825
-15.8295,35.2618,-11.89747,4.5995731
-15.8284,35.3532,-10.533481,3.8743696
-15.82839965820313,35.35319900512695,-8.078145,2.6786494
-15.8271,35.0484,-13.422832,4.525527
-15.8248,34.8375,-13.891238,6.4117141
-15.82479953765869,34.83750152587891,-11.296717,5.3455033
-15.82349967956543,35.1775016784668,-6.8406277,2.1458147
-15.8234,35.0885,-14.409,3.5867031
-15.8214,35.0129,-10.393785,
-15.8144998550415,35.25210189819336,-10.625624,3.2532446
-15.81319999694824,35.75910186767578,-10.381008,3.5103352
-15.81270027160645,34.97380065917969,-19.364,7.9847574
-15.8105001449585,35.09130096435547,-11.857088,4.5049682
-15.80860042572021,35.41970062255859,-8.6968431,2.5466177
-15.80090045928955,34.53620147705078,-29.877708,18.735466
-15.79889965057373,35.66460037231445,4.0192037,-1.0751661
-15.79370021820068,35.16139984130859,-7.8228221,2.5622394
-15.791256,35.15837,-10.399297,4.1533809
-15.78600025177002,35.68009948730469,-8.7008047,2.6954057
-15.78419971466064,35.11270141601563,-8.8513985,2.777622
-15.77890014648438,34.86669921875,-11.358238,4.8926082
-15.7776,35.0402,-11.552604,4.3306928
-15.7695,34.9969,-22.60393,9.6906404
-15.76560020446777,34.45750045776367,-27.391029,12.072517
-15.75920009613037,34.52230072021484,-28.07443,15.193084
-15.75780010223389,35.11220169067383,-9.8335485,3.0862963
-15.75520038604736,35.14569854736328,-8.2234201,2.4103832
-15.7545,35.0446,-12.147037,3.5358515
-15.75380039215088,35.79050064086914,-9.457509,3.0647895
-15.7536,34.9929,-22.603966,10.853493
-15.7524995803833,35.54859924316406,6.9317307,-2.3052101
-15.75170040130615,35.22750091552734,-4.383482,1.4999769
-15.74960041046143,35.63299942016602,-11.671415,4.3880458
-15.74899959564209,35.79199981689453,-9.9971237,3.4632339
-15.7435998916626,34.44900131225586,-9.9194756,3.6840603
-15.7386999130249,35.26190185546875,-9.5498972,3.9010594
-15.73700046539307,34.38520050048828,-7.2507133,2.6085677
-15.737,34.3852,-9.998497,3.7472947
-15.73480033874512,35.68420028686523,-11.209775,3.9932547
-15.7308,35.0713,-13.233382,4.4999957
-15.722900390625,35.21640014648438,-9.6546421,2.9443693
-15.72010040283203,34.53659820556641,-23.488676,12.446034
-15.71300029754639,34.39260101318359,-7.9219279,3.1502223
-15.71049976348877,35.2682991027832,-10.055043,3.5200598
